codigo_cnae,descricao_cnae,observacoes_cnae,legislacao_id,risco_cnae 
2021-5/00,Fabricação de produtos petroquímicos básicos,,2,2
2022-3/00,"Fabricação de intermediários para plastificantes, resinas e fibras",,2,2
2029-1/00,Fabricação de produtos químicos orgânicos não especificados anteriormente,,2,2
2031-2/00,Fabricação de resinas termoplásticas,,2,2
2032-1/00,Fabricação de resinas termofixas,,2,2
2033-9/00,Fabricação de elastômeros,,2,2
2040-1/00,Fabricação de fibras artificiais e sintéticas,,2,2
2051-7/00,Fabricação de defensivos agrícolas,,2,2
2052-5/00,Fabricação de desinfestantes domissanitários,,2,2
2061-4/00,Fabricação de sabões e detergentes sintéticos,,2,2
2062-2/00,Fabricação de produtos de limpeza e polimento,,2,2
2063-1/00,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",,2,2
2071-1/00,"Fabricação de tintas, vernizes, esmaltes e lacas",,2,2
2072-0/00,Fabricação de tintas de impressão,,2,2
2073-8/00,"Fabricação de impermeabilizantes, solventes e produtos afins",,2,2
2091-6/00,Fabricação de adesivos e selantes,,2,2
2092-4/01,"Fabricação de pólvoras, explosivos e detonantes",,2,2
2092-4/02,Fabricação de artigos pirotécnicos,,2,2
2092-4/03,Fabricação de fósforos de segurança,,2,2
2093-2/00,Fabricação de aditivos de uso industrial,,2,2
2094-1/00,Fabricação de catalisadores,,2,2
2099-1/01,"Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia",,2,2
2099-1/99,Fabricação de outros produtos químicos não especificados anteriormente,,2,2
2110-6/00,Fabricação de produtos farmoquímicos,,2,2
2121-1/01,Fabricação de medicamentos alopáticos para uso humano,,2,2
2121-1/02,Fabricação de medicamentos homeopáticos para uso humano,,2,2
2121-1/03,Fabricação de medicamentos fitoterápicos para uso humano,,2,2
2122-0/00,Fabricação de medicamentos para uso veterinário,,2,2
2123-8/00,Fabricação de preparações farmacêuticas,,2,2
2211-1/00,Fabricação de pneumáticos e de câmaras-de-ar,,2,2
2212-9/00,Reforma de pneumáticos usados,,2,2
2219-6/00,"Fabricação de artefatos de borracha não especificados 
anteriormente",,2,2
2221-8/00,Fabricação de laminados planos e tubulares de material plástico,,2,2
2222-6/00,Fabricação de embalagens de material plástico,,2,2
2223-4/00,Fabricação de tubos e acessórios de material plástico para uso na construção,,2,2
2229-3/01,Fabricação de artefatos de material plástico para uso pessoal e doméstico,,2,2
2229-3/02,Fabricação de artefatos de material plástico para usos industriais,,2,2
2229-3/03,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",,2,2
2229-3/99,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,,2,2
2311-7/00,Fabricação de vidro plano e de segurança,,2,2
2312-5/00,Fabricação de embalagens de vidro,,2,2
2319-2/00,Fabricação de artigos de vidro,,2,2
2320-6/00,Fabricação de cimento,,2,2
2330-3/01,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",,2,2
2330-3/02,Fabricação de artefatos de cimento para uso na construção,,2,2
2330-3/03,Fabricação de artefatos de fibrocimento para uso na construção,,2,2
2330-3/04,Fabricação de casas pré-moldadas de concreto,,2,2
2330-3/05,Preparação de massa de concreto e argamassa para construção,,2,2
2330-3/99,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",,2,2
2341-9/00,Fabricação de produtos cerâmicos refratários,,2,2
2342-7/01,Fabricação de azulejos e pisos,,2,2
2342-7/02,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",,2,2
2349-4/01,Fabricação de material sanitário de cerâmica,,2,2
2349-4/99,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,,2,2
2391-5/01,"Britamento de pedras, exceto associado à extração",,2,2
2391-5/02,"Aparelhamento de pedras para construção, exceto associado à extração",,2,2
2391-5/03,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras",,2,2
2392-3/00,Fabricação de cal e gesso,,2,2
2399-1/01,"Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal",,2,2
2399-1/02,Fabricação de abrasivos,,2,2
2399-1/99,Fabricação de outros produtos de minerais não metálicos não especificados anteriormente,,2,2
2411-3/00,Produção de ferro-gusa,,2,2
2412-1/00,Produção de ferroligas,,2,2
2421-1/00,Produção de semiacabados de aço,,2,2
2422-9/01,"Produção de laminados planos de aço ao carbono, revestidos ou não",,2,2
2422-9/02,Produção de laminados planos de aços especiais,,2,2
2423-7/01,Produção de tubos de aço sem costura,,2,2
2423-7/02,"Produção de laminados longos de aço, exceto tubos",,2,2
2424-5/01,Produção de arames de aço,,2,2
2424-5/02,"Produção de relaminados, trefilados e perfilados de aço, exceto arames",,2,2
2431-8/00,Produção de tubos de aço com costura,,2,2
2439-3/00,Produção de outros tubos de ferro e aço,,2,2
2441-5/01,Produção de alumínio e suas ligas em formas primárias,,2,2
2441-5/02,Produção de laminados de alumínio,,2,2
2442-3/00,Metalurgia dos metais preciosos,,2,2
2443-1/00,Metalurgia do cobre,,2,2
2449-1/01,Produção de zinco em formas primárias,,2,2
2449-1/02,Produção de laminados de zinco,,2,2
2449-1/03,Fabricação de ânodos para galvanoplastia,,2,2
2449-1/99,Metalurgia de outros metais não ferrosos e suas ligas não especificados anteriormente,,2,2
2451-2/00,Fundição de ferro e aço,,2,2
2452-1/00,Fundição de metais não ferrosos e suas ligas,,2,2
2511-0/00,Fabricação de estruturas metálicas,,2,2
2512-8/00,Fabricação de esquadrias de metal,,2,2
2513-6/00,Fabricação de obras de caldeiraria pesada,,2,2
2521-7/00,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",,2,2
2522-5/00,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",,2,2
2531-4/01,Produção de forjados de aço,,2,2
2531-4/02,Produção de forjados de metais não ferrosos e suas ligas,,2,2
2532-2/01,Produção de artefatos estampados de metal,,2,2
2532-2/02,Metalurgia do pó,,2,2
2539-0/01,"Serviços de usinagem, torneiria e solda",,2,2
2539-0/02,Serviços de tratamento e revestimento em metais,,2,2
2541-1/00,Fabricação de artigos de cutelaria,,2,2
2542-0/00,"Fabricação de artigos de serralheria, exceto esquadrias",,2,2
2543-8/00,Fabricação de ferramentas,,2,2
2550-1/01,"Fabricação de equipamento bélico pesado, exceto veículos militares de combate",,2,2
2550-1/02,"Fabricação de armas de fogo, outras armas e munições",,2,2
2591-8/00,Fabricação de embalagens metálicas,,2,2
2592-6/01,Fabricação de produtos de trefilados de metal padronizados,,2,2
2592-6/02,"Fabricação de produtos de trefilados de metal, exceto padronizados",,2,2
2593-4/00,Fabricação de artigos de metal para uso doméstico e pessoal,,2,2
2599-3/01,Serviços de confecção de armações metálicas para a construção,,2,2
2599-3/02,Serviço de corte e dobra de metais,,2,2
2599-3/99,Fabricação de outros produtos de metal não especificados anteriormente,,2,2
2610-8/00,Fabricação de componentes eletrônicos,,2,2
2621-3/00,Fabricação de equipamentos de informática,,2,2
2622-1/00,Fabricação de periféricos para equipamentos de informática,,2,2
2631-1/00,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios",,2,2
2632-9/00,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios",,2,2
2640-0/00,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",,2,2
2651-5/00,"Fabricação de aparelhos e equipamentos de medida, teste e controle",,2,2
2652-3/00,Fabricação de cronômetros e relógios,,2,2
2660-4/00,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,,2,2
2670-1/01,"Fabricação de equipamentos e instrumentos ópticos, peças e acessórios",,2,2
2670-1/02,"Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios",,2,2
2680-9/00,"Fabricação de mídias virgens, magnéticas e ópticas",,2,2
2710-4/01,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios",,2,2
2710-4/02,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",,2,2
2710-4/03,"Fabricação de motores elétricos, peças e acessórios",,2,2
2721-0/00,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",,2,2
